regionid,regiontype,relativesignificance,subclass,regionname,regionnamelong,parentregionid
553248621532863832,Point of Interest,,,Working Horse Winery,"Working Horse Winery, Peachland, British Columbia, Canada",181784
6288127,City,,neighbor,Heriot Bay,"Heriot Bay, Quadra Island, British Columbia, Canada",181785
6293978,Point of Interest,,tree,Main Lake Provincial Park,"Main Lake Provincial Park, Quadra Island, British Columbia, Canada",181785
3869,City,,,Qualicum Bay,"Qualicum Bay, Qualicum Beach, British Columbia, Canada",181786
6023561,City,,,Bowser,"Bowser, Qualicum Beach, British Columbia, Canada",181786
6171466,Point of Interest,,tree,Milner Gardens and Woodland,"Milner Gardens and Woodland, Qualicum Beach, British Columbia, Canada",181786
6305352,Point of Interest,,tree,Qualicum Beach Community Park,"Qualicum Beach Community Park, Qualicum Beach, British Columbia, Canada",181786
6305356,Point of Interest,,golf,Qualicum Beach Memorial Golf Club,"Qualicum Beach Memorial Golf Club, Qualicum Beach, British Columbia, Canada",181786
6305362,Point of Interest,,theater,Village Theater,"Village Theater, Qualicum Beach, British Columbia, Canada",181786
6305368,Point of Interest,,tree,Heritage Forest,"Heritage Forest, Qualicum Beach, British Columbia, Canada",181786
6305381,Point of Interest,,golf,Eaglecrest Golf Club,"Eaglecrest Golf Club, Qualicum Beach, British Columbia, Canada",181786
6305385,Point of Interest,,museums,Qualicum Beach Museum,"Qualicum Beach Museum, Qualicum Beach, British Columbia, Canada",181786
6305391,Point of Interest,,museums,The Old School House Arts Centre,"The Old School House Arts Centre, Qualicum Beach, British Columbia, Canada",181786
6305395,Point of Interest,,civic,Qualicum Beach Visitor Centre,"Qualicum Beach Visitor Centre, Qualicum Beach, British Columbia, Canada",181786
553248621532863756,Point of Interest,,,The Vintage Candy Shop,"The Vintage Candy Shop, Qualicum Beach, British Columbia, Canada",181786
553248621532863758,Point of Interest,,,Spider Lake Provincial Park,"Spider Lake Provincial Park, Qualicum Beach, British Columbia, Canada",181786
553248621533087725,Point of Interest,,,Milner Gardens & Woodland,"Milner Gardens & Woodland, Qualicum Beach, British Columbia, Canada",181786
553248621533087726,Point of Interest,,,Coombs Old Country Market,"Coombs Old Country Market, Qualicum Beach, British Columbia, Canada",181786
6193653,Point of Interest,,museums,Sooke Region Museum,"Sooke Region Museum, Sooke, British Columbia, Canada",181789
6193657,Point of Interest,,civic,District of Sooke Municipal Hall,"District of Sooke Municipal Hall, Sooke, British Columbia, Canada",181789
6279524,Point of Interest,,tree,Sooke Harbour,"Sooke Harbour, Sooke, British Columbia, Canada",181789
553248621562266338,Point of Interest,,,Alyard Farm,"Alyard Farm, Sooke, British Columbia, Canada",181789
553248634340806013,Point of Interest,,regional,Sooke Potholes Provincial Park,"Sooke Potholes Provincial Park, Sooke, British Columbia, Canada",181789
6072749,Point of Interest,,tree,Giant's Head Mountain,"Giant's Head Mountain, Summerland, British Columbia, Canada",181790
6291184,Point of Interest,,historic,Trout Creek Canyon Trestle,"Trout Creek Canyon Trestle, Summerland, British Columbia, Canada",181790
6291188,Point of Interest,,historic,Gartrell Barn,"Gartrell Barn, Summerland, British Columbia, Canada",181790
6291196,Point of Interest,,tree,Summerland Ornamental Gardens,"Summerland Ornamental Gardens, Summerland, British Columbia, Canada",181790
6291202,Point of Interest,,museums,Summerland Museum and Archives,"Summerland Museum and Archives, Summerland, British Columbia, Canada",181790
6291209,Point of Interest,,winery,Dirty Laundry Vineyard,"Dirty Laundry Vineyard, Summerland, British Columbia, Canada",181790
6291213,Point of Interest,,winery,8th Generation Vineyard,"8th Generation Vineyard, Summerland, British Columbia, Canada",181790
6291223,Point of Interest,,winery,Thornhaven Estate Winery,"Thornhaven Estate Winery, Summerland, British Columbia, Canada",181790
6291233,Point of Interest,,winery,Sumac Ridge Estate Winery,"Sumac Ridge Estate Winery, Summerland, British Columbia, Canada",181790
6291236,Point of Interest,,winery,Sonoran Estate Winery,"Sonoran Estate Winery, Summerland, British Columbia, Canada",181790
6291241,Point of Interest,,sunglass,Powell Beach,"Powell Beach, Summerland, British Columbia, Canada",181790
6291246,Point of Interest,,sunglass,Gordon Beggs Rotary Beach,"Gordon Beggs Rotary Beach, Summerland, British Columbia, Canada",181790
6291251,Point of Interest,,sunglass,Peach Orchard Beach,"Peach Orchard Beach, Summerland, British Columbia, Canada",181790
6291257,Point of Interest,,tree,Sun-Oka Beach Provincial Park,"Sun-Oka Beach Provincial Park, Summerland, British Columbia, Canada",181790
6291261,Point of Interest,,sunglass,Crescent Beach,"Crescent Beach, Summerland, British Columbia, Canada",181790
6291269,Point of Interest,,tree,Okanagan Lake Provincial Park,"Okanagan Lake Provincial Park, Summerland, British Columbia, Canada",181790
553248621532863819,Point of Interest,,,Thornhaven Estates,"Thornhaven Estates, Summerland, British Columbia, Canada",181790
553248621532863820,Point of Interest,,,Nixdorf Classic Cars,"Nixdorf Classic Cars, Summerland, British Columbia, Canada",181790
553248621532863821,Point of Interest,,,Heaven's Gate Estate Winery,"Heaven's Gate Estate Winery, Summerland, British Columbia, Canada",181790
553248621562266675,Point of Interest,,,Summerland Visitor Centre,"Summerland Visitor Centre, Summerland, British Columbia, Canada",181790
6089583,Point of Interest,,skiing,Sun Peaks Resort,"Sun Peaks Resort, Sun Peaks, British Columbia, Canada",181791
6300244,Point of Interest,,golf,Sun Peaks Golf Course,"Sun Peaks Golf Course, Sun Peaks, British Columbia, Canada",181791
6300295,Point of Interest,,skiing,Morrisey Express,"Morrisey Express, Sun Peaks, British Columbia, Canada",181791
6300297,Point of Interest,,skiing,Morrisey Platter,"Morrisey Platter, Sun Peaks, British Columbia, Canada",181791
6300299,Point of Interest,,skiing,Platter Lift,"Platter Lift, Sun Peaks, British Columbia, Canada",181791
6300304,Point of Interest,,skiing,Sundance Express,"Sundance Express, Sun Peaks, British Columbia, Canada",181791
6300307,Point of Interest,,skiing,Elevation Ski Lift,"Elevation Ski Lift, Sun Peaks, British Columbia, Canada",181791
6300309,Point of Interest,,skiing,Burfield Ski Lift,"Burfield Ski Lift, Sun Peaks, British Columbia, Canada",181791
6300313,Point of Interest,,skiing,SunBurst Express,"SunBurst Express, Sun Peaks, British Columbia, Canada",181791
6300317,Point of Interest,,skiing,Crystal Ski Lift,"Crystal Ski Lift, Sun Peaks, British Columbia, Canada",181791
6300319,Point of Interest,,skiing,West Bowl T-Bar,"West Bowl T-Bar, Sun Peaks, British Columbia, Canada",181791
553248621563219343,Point of Interest,,,Sun Peaks Ski Mountain,"Sun Peaks Ski Mountain, Sun Peaks, British Columbia, Canada",181791
553248621563219344,Point of Interest,,,Village Platter,"Village Platter, Sun Peaks, British Columbia, Canada",181791
6290979,Point of Interest,,icecream,Stellar Descents White Water Rafting,"Stellar Descents White Water Rafting, Valemount, British Columbia, Canada",181792
553248621561106039,Point of Interest,,,Sunset Theatre,"Sunset Theatre, Wells, British Columbia, Canada",181793
553248621574431122,Point of Interest,,,Jack O' Clubs Casino,"Jack O' Clubs Casino, Wells, British Columbia, Canada",181793
553248621562267597,Point of Interest,,,Gallery In The Park,"Gallery In The Park, Altona, Manitoba, Canada",181795
553248622926302817,Point of Interest,,,Altona Mall,"Altona Mall, Altona, Manitoba, Canada",181795
553248622926242071,Point of Interest,,,Stephenfield Provincial Park,"Stephenfield Provincial Park, Carman, Manitoba, Canada",181796
3000451527,City,,,Falcon Lake,"Falcon Lake, Falcon Beach, Manitoba, Canada",181798
553248621574431129,Point of Interest,,,Erin Park,"Erin Park, Killarney, Manitoba, Canada",181799
553248621563587000,Point of Interest,,,Ishii Japanese Garden,"Ishii Japanese Garden, Minnedosa, Manitoba, Canada",181802
553248621563587001,Point of Interest,,,Minnedosa Museum and Heritage Village,"Minnedosa Museum and Heritage Village, Minnedosa, Manitoba, Canada",181802
553248621563587002,Point of Interest,,regional,Minnedosa Beach,"Minnedosa Beach, Minnedosa, Manitoba, Canada",181802
553248631043448597,Point of Interest,,,Minnedosa Lake Park,"Minnedosa Lake Park, Minnedosa, Manitoba, Canada",181802
6193759,Point of Interest,,icecream,Canadian Fossil Discovery Centre,"Canadian Fossil Discovery Centre, Morden, Manitoba, Canada",181803
6193763,Point of Interest,,golf,Minnewasta Golf and Country Club,"Minnewasta Golf and Country Club, Morden, Manitoba, Canada",181803
6193765,Point of Interest,,tree,Morden Park,"Morden Park, Morden, Manitoba, Canada",181803
553248621561214610,Point of Interest,,,Hnausa Beach Provincial Park,"Hnausa Beach Provincial Park, Riverton, Manitoba, Canada",181804
6194184,Point of Interest,,museums,Mennonite Heritage Village,"Mennonite Heritage Village, Steinbach, Manitoba, Canada",181807
6194188,Point of Interest,,golf,Steinbach Fly-In Golf Club,"Steinbach Fly-In Golf Club, Steinbach, Manitoba, Canada",181807
553248621532864622,Point of Interest,,,Steinbach Arts Council Hall Gallery,"Steinbach Arts Council Hall Gallery, Steinbach, Manitoba, Canada",181807
553248621532864624,Point of Interest,,,Adventure Skydiving,"Adventure Skydiving, Steinbach, Manitoba, Canada",181807
553248621532864625,Point of Interest,,,Steinbach Aquatic Centre,"Steinbach Aquatic Centre, Steinbach, Manitoba, Canada",181807
553248621560543955,Point of Interest,,,A.D. Penner Park,"A.D. Penner Park, Steinbach, Manitoba, Canada",181807
6194222,Point of Interest,,museums,Virden Pioneer Home Museum,"Virden Pioneer Home Museum, Virden, Manitoba, Canada",181808
6194227,Point of Interest,,icecream,Virden and District Community Recreation Centre,"Virden and District Community Recreation Centre, Virden, Manitoba, Canada",181808
553248623680187072,Point of Interest,,,Canadian Pacific Railway Historic Center,"Canadian Pacific Railway Historic Center, Virden, Manitoba, Canada",181808
553248621559142124,Point of Interest,,,Park Theatre,"Park Theatre, Wasagaming, Manitoba, Canada",181809
553248621559142125,Point of Interest,,,Riding Mountain National Park of Canada Visitor Centre,"Riding Mountain National Park of Canada Visitor Centre, Wasagaming, Manitoba, Canada",181809
6194437,Point of Interest,,golf,Winkler Golf Club,"Winkler Golf Club, Winkler, Manitoba, Canada",181811
6194443,Point of Interest,,tree,Bethel Heritage Park,"Bethel Heritage Park, Winkler, Manitoba, Canada",181811
6194449,Point of Interest,,icecream,Meadow's Golf and Amusement Park,"Meadow's Golf and Amusement Park, Winkler, Manitoba, Canada",181811
553248621532864542,Point of Interest,,,PW Enns Centennial Concert Hall,"PW Enns Centennial Concert Hall, Winkler, Manitoba, Canada",181811
553248621532864543,Point of Interest,,,Winkler Aquatic Centre,"Winkler Aquatic Centre, Winkler, Manitoba, Canada",181811
553248621532864544,Point of Interest,,,Valley Bowling Lanes,"Valley Bowling Lanes, Winkler, Manitoba, Canada",181811
6089461,Point of Interest,,tree,Fundy National Park,"Fundy National Park, New Brunswick, Canada",181813
553248621564732190,Point of Interest,,,Fundy National Park Golf Course,"Fundy National Park Golf Course, FUNDY NATIONAL PARK, New Brunswick, Canada",181813
6352519,Point of Interest,,tree,Sugarloaf Provincial Park,"Sugarloaf Provincial Park, Campbelltown, New Brunswick, Canada",181814
6352513,City,,neighbor,Wilsons Beach,"Wilsons Beach, Campobello Island, New Brunswick, Canada",181815
3000431009,City,,,Welshpool,"Welshpool, Campobello Island, New Brunswick, Canada",181815
6322177,Point of Interest,,tree,Roosevelt Campobello International Park,"Roosevelt Campobello International Park, Campobello Island, New Brunswick, Canada",181815
553248621532865280,Point of Interest,,,Herring Cove Provincial Park,"Herring Cove Provincial Park, Welshpool, New Brunswick, Canada",181815
553248621562269084,Point of Interest,,,Head Harbour Lightstation,"Head Harbour Lightstation, Wilsons Beach, New Brunswick, Canada",181815
553248621593121205,Point of Interest,,,Mulholland Point Lighthouse,"Mulholland Point Lighthouse, Welshpool, New Brunswick, Canada",181815
553248621562270723,Point of Interest,,,Cocagne Range Front Lighthouse,"Cocagne Range Front Lighthouse, Cocagne, New Brunswick, Canada",181816
57732,City,,neighbor,North Head,"North Head, Grand Manan Island, New Brunswick, Canada",181817
3000008938,City,,,Seal Cove,"Seal Cove, Grand Manan Island, New Brunswick, Canada",181817
553248621532865278,Point of Interest,,,Anchorage Provincial Park,"Anchorage Provincial Park, Grand Manan, New Brunswick, Canada",181817
553248621532865287,Point of Interest,,,Swallowtail Lighthouse,"Swallowtail Lighthouse, Grand Manan, New Brunswick, Canada",181817
553248621562269085,Point of Interest,,,Long Point Lighthouse,"Long Point Lighthouse, White Head, New Brunswick, Canada",181817
553248621593121196,Point of Interest,,,Grand Manan Museum,"Grand Manan Museum, Grand Manan, New Brunswick, Canada",181817
6194883,Point of Interest,,golf,Gage Golf and Curling Club,"Gage Golf and Curling Club, Oromocto, New Brunswick, Canada",181818
6194886,Point of Interest,,stadium,Kings Arrow Arena,"Kings Arrow Arena, Oromocto, New Brunswick, Canada",181818
6194888,Point of Interest,,civic,Oromocto Tourist Bureau,"Oromocto Tourist Bureau, Oromocto, New Brunswick, Canada",181818
553248621562270948,Point of Interest,,,Renforth Lighthouse,"Renforth Lighthouse, Rothesay, New Brunswick, Canada",181819
3000475549,City,,,Chamcook,"Chamcook, St. Andrews, New Brunswick, Canada",181821
3000475659,City,,,Bayside,"Bayside, St. Andrews, New Brunswick, Canada",181821
6195656,Point of Interest,,golf,Algonquin Golf Course,"Algonquin Golf Course, St. Andrews, New Brunswick, Canada",181821
6195658,Point of Interest,,tree,Centennial Park,"Centennial Park, St. Andrews, New Brunswick, Canada",181821
6195660,Point of Interest,,tree,Minister's Island,"Minister's Island, St. Andrews, New Brunswick, Canada",181821
6208703,Point of Interest,,tree,Kingsbrae Garden,"Kingsbrae Garden, St. Andrews, New Brunswick, Canada",181821
6322553,Point of Interest,,museums,Van Horne Estate,"Van Horne Estate, St. Andrews, New Brunswick, Canada",181821
6322560,Point of Interest,,museums,Ross Memorial Museum,"Ross Memorial Museum, St. Andrews, New Brunswick, Canada",181821
6322562,Point of Interest,,icecream,Huntsman Marine Science Centre,"Huntsman Marine Science Centre, St. Andrews, New Brunswick, Canada",181821
553248621532866102,Point of Interest,,,St Andrews Blockhouse,"St Andrews Blockhouse, St. Andrews, New Brunswick, Canada",181821
553248621532866107,Point of Interest,,,Atlantic Salmon Interpretive Centre,"Atlantic Salmon Interpretive Centre, St. Andrews, New Brunswick, Canada",181821
553248621533087538,Point of Interest,,,Sheriff Andrew House,"Sheriff Andrew House, St. Andrews, New Brunswick, Canada",181821
553248621533087539,Point of Interest,,,Sunbury Shores Arts & Nature Centre,"Sunbury Shores Arts & Nature Centre, St. Andrews, New Brunswick, Canada",181821
553248621562270459,Point of Interest,,,Caughey-Taylor Nature Preserve,"Caughey-Taylor Nature Preserve, St. Andrews, New Brunswick, Canada",181821
553248621562270522,Point of Interest,,,St. Andrews Lighthouse,"St. Andrews Lighthouse, St. Andrews, New Brunswick, Canada",181821
553248621562270523,Point of Interest,,,Charlotte County Archives,"Charlotte County Archives, St. Andrews, New Brunswick, Canada",181821
553248621532866100,Point of Interest,,,Chocolate Museum,"Chocolate Museum, Saint Stephen, New Brunswick, Canada",181824
553248621562270519,Point of Interest,,,Charlotte County Museum,"Charlotte County Museum, Saint Stephen, New Brunswick, Canada",181824
6195667,Point of Interest,,icecream,Carleton Civic Centre,"Carleton Civic Centre, Woodstock, New Brunswick, Canada",181825
6195669,Point of Interest,,golf,Woodstock Golf and Curling Club,"Woodstock Golf and Curling Club, Woodstock, New Brunswick, Canada",181825
6195673,Point of Interest,,museums,Carleton County Historical Society,"Carleton County Historical Society, Woodstock, New Brunswick, Canada",181825
553248621532866032,Point of Interest,,,Woodstock Farm Market,"Woodstock Farm Market, Woodstock, New Brunswick, Canada",181825
553248621532866033,Point of Interest,,,L.P. Fisher Public Library,"L.P. Fisher Public Library, Woodstock, New Brunswick, Canada",181825
553248635934504838,Point of Interest,,,Hays Falls,"Hays Falls, Woodstock, New Brunswick, Canada",181825
553248635934504844,Point of Interest,,,Maliseet Trail,"Maliseet Trail, Woodstock, New Brunswick, Canada",181825
553248621593121163,Point of Interest,,,Overfall Brook Trailhead,"Overfall Brook Trailhead, Forteau, Newfoundland and Labrador, Canada",181827
553248621593121164,Point of Interest,,regional,Forteau Beach,"Forteau Beach, Forteau, Newfoundland and Labrador, Labrador, Canada",181827
553248621593121165,Point of Interest,,,First Pond,"First Pond, Forteau, Newfoundland and Labrador, Canada",181827
4072,City,,neighbor,Snowdrift,"Snowdrift, Lutselke, Northwest Territories, Canada",181837
3000476362,City,,,Lutselk'e,"Lutselk'e, Lutselke, Northwest Territories, Canada",181837
553248621562270983,Point of Interest,,,North Canso Lighthouse,"North Canso Lighthouse, Havre Boucher, Nova Scotia, Canada",181839
3000473288,City,,,Tupperville,"Tupperville, Bridgetown, Nova Scotia, Canada",181841
553248621562269300,Point of Interest,,,Tupperville School Museum,"Tupperville School Museum, Bridgetown, Nova Scotia, Canada",181841
553248621562269313,Point of Interest,,,James House Museum,"James House Museum, Bridgetown, Nova Scotia, Canada",181841
6301684,Point of Interest,,winery,Blomidon Estate Winery,"Blomidon Estate Winery, Canning, Nova Scotia, Canada",181842
6309769,Point of Interest,,civic,Canning Library and Heritage Centre,"Canning Library and Heritage Centre, Canning, Nova Scotia, Canada",181842
6309771,Point of Interest,,tree,The Lookoff,"The Lookoff, Canning, Nova Scotia, Canada",181842
553248621562270686,Point of Interest,,,Ross Creek Centre for the Arts,"Ross Creek Centre for the Arts, Canning, Nova Scotia, Canada",181842
3000009023,City,,,Petit-Etang,"Petit-Etang, Cheticamp, Nova Scotia, Canada",181843
553248621532866436,Point of Interest,,,Gallery La Bella Mona Lisa,"Gallery La Bella Mona Lisa, Cheticamp, Nova Scotia, Canada",181843
553248621532866437,Point of Interest,,,Les Trois Pignons,"Les Trois Pignons, Cheticamp, Nova Scotia, Canada",181843
553248621532866438,Point of Interest,,,Sunset Art Gallery,"Sunset Art Gallery, Cheticamp, Nova Scotia, Canada",181843
553248621533087877,Point of Interest,,,Centre de la Mi-Carême,"Centre de la Mi-Carême, Cheticamp, Nova Scotia, Canada",181843
553248621562271307,Point of Interest,,,Cheticamp Harbour Range Front Lighthouse,"Cheticamp Harbour Range Front Lighthouse, Cheticamp, Nova Scotia, Canada",181843
553248621582621464,Point of Interest,,,Le Portage Golf Club,"Le Portage Golf Club, Cheticamp, Nova Scotia, Canada",181843
553248621592206739,Point of Interest,,,Cheticamp Visitor Centre,"Cheticamp Visitor Centre, Petit Etang, Nova Scotia, Canada",181843
6309765,Point of Interest,,tree,Hebron Recreation Complex,"Hebron Recreation Complex, Hebron, Nova Scotia, Canada",181846
6309737,Point of Interest,,sunglass,Hubbards Beach,"Hubbards Beach, Hubbards, Nova Scotia, Canada",181847
6309739,Point of Interest,,icecream,Shore Club Dance Hall,"Shore Club Dance Hall, Hubbards, Nova Scotia, Canada",181847
6301690,Point of Interest,,sunglass,Hunt's Point Beach,"Hunt's Point Beach, Hunts Point, Nova Scotia, Canada",181848
6309745,Point of Interest,,golf,White Point Golf Club,"White Point Golf Club, Hunts Point, Nova Scotia, Canada",181848
6089489,Point of Interest,,skiing,Cape Smokey,"Cape Smokey, Nova Scotia, Canada",181849
6302719,Point of Interest,,golf,Highlands Links,"Highlands Links, Ingonish Beach, Nova Scotia, Canada",181849
6312207,Point of Interest,,tree,Middle Head Trailhead,"Middle Head Trailhead, Ingonish Beach, Nova Scotia, Canada",181849
553248621532866330,Point of Interest,,,Franey Mountain,"Franey Mountain, Ingonish Beach, Nova Scotia, Canada",181849
553248621562271097,Point of Interest,,,Acadian Trail,"Acadian Trail, Ingonish Beach, Nova Scotia, Canada",181849
553248621592827637,Point of Interest,,,Cape Smokey Provincial Park,"Cape Smokey Provincial Park, Ingonish Beach, Nova Scotia, Canada",181849
553248621532866323,Point of Interest,,,Inverness County Centre for the Arts,"Inverness County Centre for the Arts, Inverness, Nova Scotia, Canada",181850
553248621532866327,Point of Interest,,,Cabot Links,"Cabot Links, Inverness, Nova Scotia, Canada",181850
553248621533087868,Point of Interest,,,Inverness Miners Museum,"Inverness Miners Museum, Inverness, Nova Scotia, Canada",181850
6305065,Point of Interest,,historic,Fortress Louisbourg National Historic Site,"Fortress Louisbourg National Historic Site, Louisbourg, Nova Scotia, Canada",181851
553248621532866339,Point of Interest,,regional,Kennington Cove Beach,"Kennington Cove Beach, Louisbourg, Nova Scotia, Canada",181851
553248621532866340,Point of Interest,,,Louisbourg Playhouse Theater,"Louisbourg Playhouse Theater, Louisbourg, Nova Scotia, Canada",181851
553248621562271248,Point of Interest,,,Sydney and Louisbourg Railway Museum,"Sydney and Louisbourg Railway Museum, Louisbourg, Nova Scotia, Canada",181851
553248621592827635,Point of Interest,,,Louisbourg Lighthouse,"Louisbourg Lighthouse, Louisbourg, Nova Scotia, Canada",181851
553248621532865731,Point of Interest,,,Fultz House Museum,"Fultz House Museum, Lower Sackville, Nova Scotia, Canada",181852
3000473031,City,,,Blockhouse,"Blockhouse, Mahone Bay, Nova Scotia, Canada",181853
6301692,Point of Interest,,museums,Mahone Bay Settlers Museum,"Mahone Bay Settlers Museum, Mahone Bay, Nova Scotia, Canada",181853
6301694,Point of Interest,,tree,Mahone Bay Swimming Pool,"Mahone Bay Swimming Pool, Mahone Bay, Nova Scotia, Canada",181853
553248621532865338,Point of Interest,,,The Dog Shop Bathhouse & Boutique,"The Dog Shop Bathhouse & Boutique, Mahone Bay, Nova Scotia, Canada",181853
553248621532865340,Point of Interest,,,Have A Yarn,"Have A Yarn, Mahone Bay, Nova Scotia, Canada",181853
553248621532865341,Point of Interest,,,Northern Sun Gallery & Gifts,"Northern Sun Gallery & Gifts, Mahone Bay, Nova Scotia, Canada",181853
553248621532865343,Point of Interest,,,The Moorings Gallery,"The Moorings Gallery, Mahone Bay, Nova Scotia, Canada",181853
553248621532865344,Point of Interest,,,Birdsall-Worthinton Pottery Ltd.,"Birdsall-Worthinton Pottery Ltd., Mahone Bay, Nova Scotia, Canada",181853
553248621532865345,Point of Interest,,,For The Birds Nature Shop,"For The Birds Nature Shop, Mahone Bay, Nova Scotia, Canada",181853
553248621532865346,Point of Interest,,,Cocoa Organic Spa & Boutique,"Cocoa Organic Spa & Boutique, Mahone Bay, Nova Scotia, Canada",181853
6236205,Point of Interest,,tree,Doyles Bridge Pool,"Doyles Bridge Pool, Margaree Forks, Nova Scotia, Canada",181854
6312211,Point of Interest,,museums,Polycarpe Glass Art,"Polycarpe Glass Art, Margaree Forks, Nova Scotia, Canada",181854
553248621562271305,Point of Interest,,,Margaree Harbour Range Rear Lighthouse,"Margaree Harbour Range Rear Lighthouse, Margaree Harbour, Nova Scotia, Canada",181855
6236207,Point of Interest,,museums,Margaree Salmon Museum,"Margaree Salmon Museum, Margaree Valley, Nova Scotia, Canada",181856
6278304,Point of Interest,,historic,Margaree Fish Hatchery,"Margaree Fish Hatchery, Margaree Forks, Nova Scotia, Canada",181856
553248621562271064,Point of Interest,,,Lake O'Law Picnic Park,"Lake O'Law Picnic Park, North East Margaree, Nova Scotia, Canada",181856
3000458230,City,,,Port George,"Port George, Middleton, Nova Scotia, Canada",181857
553248621562269315,Point of Interest,,,Old Holy Trinity Church,"Old Holy Trinity Church, Middleton, Nova Scotia, Canada",181857
553248621562269316,Point of Interest,,,Annapolis Valley Macdonald Museum,"Annapolis Valley Macdonald Museum, Middleton, Nova Scotia, Canada",181857
6294870,Point of Interest,,tree,Hydro Park,"Hydro Park, Arnprior, Ontario, Canada",181864
553248621562269322,Point of Interest,,,Memory Lane Railway Museum,"Memory Lane Railway Museum, Middleton, Nova Scotia, Canada",181857
6252783,Point of Interest,,museums,Fundy Geological Museum,"Fundy Geological Museum, Parrsboro, Nova Scotia, Canada",181858
6252786,Point of Interest,,icecream,Parrsboro Lions Recreation Centre,"Parrsboro Lions Recreation Centre, Parrsboro, Nova Scotia, Canada",181858
6252790,Point of Interest,,sunglass,Second Beach,"Second Beach, Parrsboro, Nova Scotia, Canada",181858
553248621532866177,Point of Interest,,,Fundy Ocean Research Center for Energy,"Fundy Ocean Research Center for Energy, Parrsboro, Nova Scotia, Canada",181858
553248621532866180,Point of Interest,,,Ship's Company Theatre,"Ship's Company Theatre, Parrsboro, Nova Scotia, Canada",181858
553248621532866181,Point of Interest,,,Parrsboro Golf Course,"Parrsboro Golf Course, Parrsboro, Nova Scotia, Canada",181858
553248621533087629,Point of Interest,,,Ottawa House By-the-Sea Museum,"Ottawa House By-the-Sea Museum, Parrsboro, Nova Scotia, Canada",181858
553248621533089108,Point of Interest,,,Tysons' Fine Minerals,"Tysons' Fine Minerals, Parrsboro, Nova Scotia, Canada",181858
553248621562270645,Point of Interest,,,Parrsboro Lighthouse,"Parrsboro Lighthouse, Parrsboro, Nova Scotia, Canada",181858
553248621562270703,Point of Interest,,,Cape Sharp Lighthouse,"Cape Sharp Lighthouse, Parrsboro, Nova Scotia, Canada",181858
6301004,Point of Interest,,museums,Prescott House Museum,"Prescott House Museum, Port Williams, Nova Scotia, Canada",181859
6301696,Point of Interest,,icecream,Willowbank U-Pick Farm,"Willowbank U-Pick Farm, Port Williams, Nova Scotia, Canada",181859
553248621532866172,Point of Interest,,,Fox Hill Cheese House,"Fox Hill Cheese House, Port Williams, Nova Scotia, Canada",181859
553248621562270679,Point of Interest,,,Planters Ridge Winery,"Planters Ridge Winery, Port Williams, Nova Scotia, Canada",181859
6089495,Point of Interest,,skiing,Ski Martock,"Ski Martock, Windsor, Nova Scotia, Canada",181861
6089633,Point of Interest,,theater,Mermaid Theatre of Nova Scotia,"Mermaid Theatre of Nova Scotia, Windsor, Nova Scotia, Canada",181861
6301698,Point of Interest,,icecream,Ontree Fun and Adventure Park,"Ontree Fun and Adventure Park, Windsor, Nova Scotia, Canada",181861
6301701,Point of Interest,,museums,Haliburton House Museum,"Haliburton House Museum, Windsor, Nova Scotia, Canada",181861
6301705,Point of Interest,,museums,West Hants Historical Society,"West Hants Historical Society, Windsor, Nova Scotia, Canada",181861
6301712,Point of Interest,,museums,Shand House Museum,"Shand House Museum, Windsor, Nova Scotia, Canada",181861
6301714,Point of Interest,,historic,Fort Edward National Historic Site,"Fort Edward National Historic Site, Windsor, Nova Scotia, Canada",181861
6309456,Point of Interest,,museums,Trecothic Creek and Windsor Railway,"Trecothic Creek and Windsor Railway, Windsor, Nova Scotia, Canada",181861
553248621562269203,Point of Interest,,,Windsor Hockey Heritage Centre,"Windsor Hockey Heritage Centre, Windsor, Nova Scotia, Canada",181861
6260421,City,,,Beeton,"Beeton, Ontario, Canada",181863
3000473673,City,,,Tottenham,"Tottenham, New Tecumseth, Ontario, Canada",181863
553248635921598914,City,,,Alliston,"Alliston, New Tecumseth, Ontario, Canada",181863
553248621554113749,Point of Interest,,,Marine Museum,"Marine Museum, Goderich, Ontario, Canada",181877
553248621532864955,Point of Interest,,,Forks of the Credit Provincial Park,"Forks of the Credit Provincial Park, New Tecumseth, Ontario, Canada",181863
553248621563158481,Point of Interest,,,Nottawasaga Inn Resort Golf Club,"Nottawasaga Inn Resort Golf Club, New Tecumseth, Ontario, Canada",181863
6292366,Point of Interest,,museums,Arnprior and District Museum,"Arnprior and District Museum, Arnprior, Ontario, Canada",181864
6294516,Point of Interest,,medical,Arnprior and District Memorial Hospital,"Arnprior and District Memorial Hospital, Arnprior, Ontario, Canada",181864
6294528,Point of Interest,,tree,Daniel McLachlin Park and Bell Tower,"Daniel McLachlin Park and Bell Tower, Arnprior, Ontario, Canada",181864
6294913,Point of Interest,,tree,Nick Smith Centre,"Nick Smith Centre, Arnprior, Ontario, Canada",181864
553248621532865465,Point of Interest,,,Grumblin' Granny's,"Grumblin' Granny's, Madawaska Valley, Ontario, Canada",181865
553248621532865466,Point of Interest,,,Zurakowski Park,"Zurakowski Park, Madawaska Valley, Ontario, Canada",181865
553248621593537208,Point of Interest,,,Water Tower Park,"Water Tower Park, Madawaska Valley, Ontario, Canada",181865
